| 2012/08/28 12:54:30 PM |          0 | 31.37 |           0.0 |        -4 |      -12 |        -6 |        23 |          4 |         -3 |         5.0 |                     none |                                            - |        none |         none |               none |    68835.19 |
| 2012/08/28 12:55:30 PM |          7 | 31.36 |         -0.01 |        -4 |      -13 |        -8 |        23 |          2 |         -3 |         5.0 |                     none |                                            - |        none |         none |               none |    73833.66 |
| 2012/08/28 12:56:30 PM |          3 | 31.35 |         -0.01 |        -4 |      -14 |       -12 |        22 |          1 |         -3 |         4.0 |                     none |                                            - |        none |         none |               none |    73833.66 |
| 2012/08/28 12:57:30 PM |          0 | 31.35 |           0.0 |        -6 |      -14 |       -11 |        22 |          1 |         -3 |         4.0 |                     none |                                            - |        none |         none |               none |    73833.66 |
| 2012/08/28 12:58:30 PM |          0 | 31.35 |           0.0 |       -10 |      -13 |       -11 |        23 |          2 |         -3 |         5.0 |                     none |                                            - |        none |         none |               none |    73833.66 |
| 2012/08/28 12:59:30 PM |          0 | 31.39 |         +0.04 |       -13 |      -14 |        -2 |        22 |          1 |         -3 |         4.0 |                     none |                                            - |        none |         none |               none |    68839.24 |
| 2012/08/28 01:00:30 PM |         46 | 31.45 |         +0.06 |       -13 |      -13 |         8 |        23 |         -1 |         -2 |         5.0 |                     none |                                            - |        none |         none |               none |    68839.24 |
| 2012/08/28 01:01:30 PM |          0 | 31.46 |         +0.01 |       -10 |      -12 |        13 |        23 |         -6 |         -2 |         5.0 |                     none |                                            - |        none |         none |               none |    68839.24 |
| 2012/08/28 01:02:30 PM |          0 | 31.46 |           0.0 |       -11 |      -12 |        14 |        23 |         -6 |         -1 |         5.0 |                     none |                                            - |        none |         none |               none |    68839.24 |
| 2012/08/28 01:03:30 PM |         11 | 31.45 |         -0.01 |       -11 |      -19 |        10 |        23 |         -8 |          0 |         2.0 |                     none |                                            - |        none |         none |               none |    68839.24 |
| 2012/08/28 01:04:30 PM |          0 | 31.45 |           0.0 |       -13 |      -39 |        11 |        17 |         -6 |          0 |       -11.0 |                     none |                                            - |        none |         none |               none |    68839.24 |
| 2012/08/28 01:05:30 PM |          0 |  31.4 |         -0.05 |       -11 |      -30 |         2 |        17 |         -5 |          2 |        -6.0 |                     none |                                            - |        none |         none |               none |    68815.52 |
| 2012/08/28 01:06:30 PM |          0 |  31.4 |           0.0 |       -12 |      -30 |         4 |        18 |         -4 |          3 |        -6.0 |                     none |                                            - |        none |         none |               none |    68815.52 |
| 2012/08/28 01:07:30 PM |          0 |  31.4 |           0.0 |       -14 |      -31 |         6 |        18 |         -3 |          4 |        -6.0 |                     none |                                            - |        none |         none |               none |     63823.6 |
| 2012/08/28 01:08:30 PM |          0 | 31.39 |         -0.01 |        -7 |      -34 |         5 |        17 |         -2 |          4 |        -8.0 |                     none |                                            - |        none |         none |               none |     63823.6 |
| 2012/08/28 01:09:30 PM |          0 | 31.39 |           0.0 |         0 |      -35 |         8 |        17 |         -2 |          5 |        -9.0 |                     none |                                            - |        none |         none |               none |    68781.02 |
| 2012/08/28 01:10:30 PM |          0 | 31.39 |           0.0 |         8 |       10 |        12 |        31 |         -1 |          5 |        20.0 |                     none |                                            - |        none |         none |               none |    68781.02 |
| 2012/08/28 01:11:30 PM |          0 | 31.39 |           0.0 |         7 |       11 |        11 |        31 |         -2 |          5 |        21.0 |                     none |                                            - |        none |         none |               none |    68781.02 |
| 2012/08/28 01:12:30 PM |          0 | 31.39 |           0.0 |         5 |       11 |        11 |        30 |         -2 |          4 |        20.0 |                     none |                                            - |        none |         none |               none |    63790.27 |
